a,b,theta,E,E_p1,E_t,machine_type,status,file_name
8.9,5.5,35,-75.62456846,-12.48118645,-12.66554889,1,Done,hexacene_theta=35_a=8.9_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.2,35,-78.1799021,-13.56546725,-12.7622419,2,Done,hexacene_theta=35_a=8.9_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.1,35,-77.56880778,-13.34592661,-12.71923864,1,Done,hexacene_theta=35_a=8.9_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.4,35,-75.63409406,-13.03628807,-12.39037948,1,Done,hexacene_theta=35_a=9.0_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.3,35,-76.66590876,-13.42615376,-12.45340031,1,Done,hexacene_theta=35_a=9.0_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.5,35,-74.15724926,-12.48118645,-12.29871909,1,Done,hexacene_theta=35_a=9.0_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.2,35,-77.07395338,-13.56546725,-12.48575472,2,Done,hexacene_theta=35_a=9.0_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,5.3,35,-75.27918696,-13.42615376,-12.10671986,1,Done,hexacene_theta=35_a=9.1_b=5.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,5.4,35,-74.15309514,-13.03628807,-12.02012975,1,Done,hexacene_theta=35_a=9.1_b=5.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,5.5,35,-72.6033839,-12.48118645,-11.91025275,1,Done,hexacene_theta=35_a=9.1_b=5.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.5,40,-68.68603978,-14.56251162,-9.890254136,2,Done,hexacene_theta=40_a=4.3_b=10.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.6,40,-68.41292233,-14.56251162,-9.821974773,2,Done,hexacene_theta=40_a=4.3_b=10.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.7,40,-67.89412216,-14.56251162,-9.692274731,2,Done,hexacene_theta=40_a=4.3_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.3,10.4,40,-68.6743179,-14.56251162,-9.887323664,2,Done,hexacene_theta=40_a=4.3_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.6,40,-69.21234497,-14.75839514,-9.923888672,2,Done,hexacene_theta=40_a=4.4_b=10.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.7,40,-68.5239665,-14.75839514,-9.751794055,2,Done,hexacene_theta=40_a=4.4_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.8,40,-67.657827,-14.75839514,-9.535259179,2,Done,hexacene_theta=40_a=4.4_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.5,40,-69.68691824,-14.75839514,-10.04253199,2,Done,hexacene_theta=40_a=4.4_b=10.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.4,40,-69.9107636,-14.75839514,-10.09849333,2,Done,hexacene_theta=40_a=4.4_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.3,40,-69.84490016,-14.75839514,-10.08202747,2,Done,hexacene_theta=40_a=4.4_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.4,10.2,40,-69.44753572,-14.75839514,-9.982686359,2,Done,hexacene_theta=40_a=4.4_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.7,40,-68.10314575,-14.49620264,-9.777685117,2,Done,hexacene_theta=40_a=4.5_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.8,40,-67.11885866,-14.49620264,-9.531613346,1,Done,hexacene_theta=40_a=4.5_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.9,40,-66.01800532,-14.49620264,-9.25640001,1,Done,hexacene_theta=40_a=4.5_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.6,40,-68.93808546,-14.49620264,-9.986420044,2,Done,hexacene_theta=40_a=4.5_b=10.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.5,40,-69.58944084,-14.49620264,-10.14925889,2,Done,hexacene_theta=40_a=4.5_b=10.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.4,40,-70.02219684,-14.49620264,-10.25744789,2,Done,hexacene_theta=40_a=4.5_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.3,40,-70.19988256,-14.49620264,-10.30186932,2,Done,hexacene_theta=40_a=4.5_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.2,40,-70.08371792,-14.49620264,-10.27282816,2,Done,hexacene_theta=40_a=4.5_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.8,40,-65.92989036,-13.95962511,-9.502660034,1,Done,hexacene_theta=40_a=4.6_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.7,40,-67.01252081,-13.95962511,-9.773317648,1,Done,hexacene_theta=40_a=4.6_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.9,40,-64.75431312,-13.95962511,-9.208765726,2,Done,hexacene_theta=40_a=4.6_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.6,40,-67.9722597,-13.95962511,-10.01325237,2,Done,hexacene_theta=40_a=4.6_b=10.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.3,40,-69.78701862,-13.95962511,-10.4669421,2,Done,hexacene_theta=40_a=4.6_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.4,40,-69.39324354,-13.95962511,-10.36849833,2,Done,hexacene_theta=40_a=4.6_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.5,40,-68.77690322,-13.95962511,-10.21441325,2,Done,hexacene_theta=40_a=4.6_b=10.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.2,40,-69.92213406,-13.95962511,-10.50072096,2,Done,hexacene_theta=40_a=4.6_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.7,40,-65.48846216,-13.26050994,-9.741860571,2,Done,hexacene_theta=40_a=4.7_b=10.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.8,40,-64.32571124,-13.26050994,-9.451172839,2,Done,hexacene_theta=40_a=4.7_b=10.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.9,40,-63.09079666,-13.26050994,-9.142444194,2,Done,hexacene_theta=40_a=4.7_b=10.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7,7,40,-67.56538224,-3.256086639,-15.26330224,2,Done,hexacene_theta=40_a=7.0_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.9,40,-68.3889891,-3.515041191,-15.33972668,2,Done,hexacene_theta=40_a=7.1_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.1,6.8,40,-67.96951123,-3.799416173,-15.09266972,2,Done,hexacene_theta=40_a=7.1_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7,40,-68.71560804,-3.256086639,-15.55085869,1,Done,hexacene_theta=40_a=7.2_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.1,40,-68.10463922,-3.022025409,-15.5151471,2,Done,hexacene_theta=40_a=7.2_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,7.2,40,-67.26063825,-2.807040483,-15.41163932,2,Done,hexacene_theta=40_a=7.2_b=7.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.9,40,-69.04187558,-3.515041191,-15.5029483,2,Done,hexacene_theta=40_a=7.2_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.8,40,-69.01727723,-3.799416173,-15.35461122,2,Done,hexacene_theta=40_a=7.2_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.2,6.7,40,-68.57490775,-4.110071273,-15.0886913,2,Done,hexacene_theta=40_a=7.2_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.9,40,-69.2111527,-3.515041191,-15.54526758,2,Done,hexacene_theta=40_a=7.3_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7,40,-68.59700868,-3.256086639,-15.52120885,2,Done,hexacene_theta=40_a=7.3_b=7.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,7.1,40,-67.74497558,-3.022025409,-15.42523119,2,Done,hexacene_theta=40_a=7.3_b=7.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.8,40,-69.52495791,-3.799416173,-15.48153139,2,Done,hexacene_theta=40_a=7.3_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.7,40,-69.47412959,-4.110071273,-15.31349676,2,Done,hexacene_theta=40_a=7.3_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.3,6.6,40,-68.9949755,-4.448493691,-15.02449703,2,Done,hexacene_theta=40_a=7.3_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.7,40,-69.87651411,-4.110071273,-15.41409289,2,Done,hexacene_theta=40_a=7.4_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.8,40,-69.58924003,-3.799416173,-15.49760192,2,Done,hexacene_theta=40_a=7.4_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.9,40,-68.98838666,-3.515041191,-15.48957607,2,Done,hexacene_theta=40_a=7.4_b=6.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.6,40,-69.78905174,-4.448493691,-15.22301609,2,Done,hexacene_theta=40_a=7.4_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.4,6.5,40,-69.2689087,-4.81772685,-14.90836375,1,Done,hexacene_theta=40_a=7.4_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.6,40,-70.12291218,-4.448493691,-15.3064812,2,Done,hexacene_theta=40_a=7.5_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.7,40,-69.86963659,-4.110071273,-15.41237351,2,Done,hexacene_theta=40_a=7.5_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.8,40,-69.29323103,-3.799416173,-15.42359967,2,Done,hexacene_theta=40_a=7.5_b=6.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.5,6.5,40,-69.99747294,-4.81772685,-15.09050481,1,Done,hexacene_theta=40_a=7.5_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.5,40,-70.29634338,-4.81772685,-15.16522242,1,Done,hexacene_theta=40_a=7.6_b=6.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.6,40,-70.07622542,-4.448493691,-15.29480951,1,Done,hexacene_theta=40_a=7.6_b=6.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
7.6,6.7,40,-69.52932539,-4.110071273,-15.32729571,1,Done,hexacene_theta=40_a=7.6_b=6.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5,40,-74.75072312,-13.77292834,-11.80121661,1,Done,hexacene_theta=40_a=8.9_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.1,40,-75.4021538,-13.34004684,-12.18051503,1,Done,hexacene_theta=40_a=8.9_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
8.9,5.2,40,-75.45916938,-12.75926751,-12.48515859,1,Done,hexacene_theta=40_a=8.9_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,4.9,40,-74.48817296,-13.9712717,-11.63640739,1,Done,hexacene_theta=40_a=9.0_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5,40,-75.52303736,-13.77292834,-11.99429517,1,Done,hexacene_theta=40_a=9.0_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.1,40,-75.81186764,-13.34004684,-12.28294349,1,Done,hexacene_theta=40_a=9.0_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9,5.2,40,-75.54162418,-12.75926751,-12.50577229,1,Done,hexacene_theta=40_a=9.0_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,4.9,40,-75.1752964,-13.9712717,-11.80818825,1,Done,hexacene_theta=40_a=9.1_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,5,40,-75.8651558,-13.77292834,-12.07982478,1,Done,hexacene_theta=40_a=9.1_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,5.1,40,-75.8417622,-13.34004684,-12.29041713,1,Done,hexacene_theta=40_a=9.1_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.1,5.2,40,-75.29077078,-12.75926751,-12.44305894,1,Done,hexacene_theta=40_a=9.1_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.2,4.9,40,-75.44040684,-13.9712717,-11.87446586,1,Done,hexacene_theta=40_a=9.2_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.2,5,40,-75.8339058,-13.77292834,-12.07201228,1,Done,hexacene_theta=40_a=9.2_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.2,5.1,40,-75.54341888,-13.34004684,-12.2158313,1,Done,hexacene_theta=40_a=9.2_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.3,4.8,40,-74.3199877,-13.82835629,-11.66581878,1,Done,hexacene_theta=40_a=9.3_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.3,4.9,40,-75.34133556,-13.9712717,-11.84969804,1,Done,hexacene_theta=40_a=9.3_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.3,5,40,-75.4817974,-13.77292834,-11.98398518,1,Done,hexacene_theta=40_a=9.3_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.3,5.1,40,-74.96503036,-13.34004684,-12.07123417,1,Done,hexacene_theta=40_a=9.3_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.4,4.8,40,-74.14892846,-13.82835629,-11.62305397,1,Done,hexacene_theta=40_a=9.4_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.4,4.9,40,-74.93116992,-13.9712717,-11.74715663,1,Done,hexacene_theta=40_a=9.4_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.4,5,40,-74.85767596,-13.77292834,-11.82795482,1,Done,hexacene_theta=40_a=9.4_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.4,5.1,40,-74.1515264,-13.34004684,-11.86785818,1,Done,hexacene_theta=40_a=9.4_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,4.9,40,-74.25885568,-13.9712717,-11.57907807,1,Done,hexacene_theta=40_a=9.5_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,5,40,-74.006672,-13.77292834,-11.61520383,1,Done,hexacene_theta=40_a=9.5_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,5.1,40,-73.14414692,-13.34004684,-11.61601331,1,Done,hexacene_theta=40_a=9.5_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.5,4.8,40,-73.67819558,-13.82835629,-11.50537075,1,Done,hexacene_theta=40_a=9.5_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,5,40,-72.96989996,-13.77292834,-11.35601082,1,Done,hexacene_theta=40_a=9.6_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,5.1,40,-71.9809442,-13.34004684,-11.32521263,1,Done,hexacene_theta=40_a=9.6_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,5.2,40,-70.5845713,-12.75926751,-11.26650907,1,Done,hexacene_theta=40_a=9.6_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,4.9,40,-73.368921,-13.9712717,-11.3565944,1,Done,hexacene_theta=40_a=9.6_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,4.8,40,-72.95588138,-13.82835629,-11.3247922,1,Done,hexacene_theta=40_a=9.6_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,5.1,40,-70.69650652,-13.34004684,-11.00410321,2,Done,hexacene_theta=40_a=9.7_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,5,40,-71.78496028,-13.77292834,-11.0597759,1,Done,hexacene_theta=40_a=9.7_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,5.2,40,-69.21843182,-12.75926751,-10.9249742,1,Done,hexacene_theta=40_a=9.7_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,4.9,40,-72.30187792,-13.9712717,-11.08983363,1,Done,hexacene_theta=40_a=9.7_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,5,40,-70.48629068,-13.77292834,-10.7351085,1,Done,hexacene_theta=40_a=9.8_b=5.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,5.1,40,-69.32225964,-13.34004684,-10.66054149,1,Done,hexacene_theta=40_a=9.8_b=5.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,5.2,40,-67.78391886,-12.75926751,-10.56634596,1,Done,hexacene_theta=40_a=9.8_b=5.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10,45,-70.2254473,-13.94963515,-10.58154425,1,Done,hexacene_theta=45_a=4.5_b=10.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.1,45,-69.8663359,-13.94963515,-10.4917664,1,Done,hexacene_theta=45_a=4.5_b=10.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.5,10.2,45,-69.25935802,-13.94963515,-10.34002193,1,Done,hexacene_theta=45_a=4.5_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.1,45,-70.9085296,-14.29662308,-10.57882086,1,Done,hexacene_theta=45_a=4.6_b=10.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.2,45,-70.13804772,-14.29662308,-10.38620039,1,Done,hexacene_theta=45_a=4.6_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10.3,45,-69.18982992,-14.29662308,-10.14914594,1,Done,hexacene_theta=45_a=4.6_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,10,45,-71.46304764,-14.29662308,-10.71745037,1,Done,hexacene_theta=45_a=4.6_b=10.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,9.9,45,-71.7612906,-14.29662308,-10.79201111,1,Done,hexacene_theta=45_a=4.6_b=9.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,9.8,45,-71.75978456,-14.29662308,-10.7916346,1,Done,hexacene_theta=45_a=4.6_b=9.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.6,9.7,45,-71.4106882,-14.29662308,-10.70436051,1,Done,hexacene_theta=45_a=4.6_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.2,45,-69.98817322,-14.19160301,-10.4012418,1,Done,hexacene_theta=45_a=4.7_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.3,45,-68.92479478,-14.19160301,-10.13539719,2,Done,hexacene_theta=45_a=4.7_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.4,45,-67.7456784,-14.19160301,-9.840618095,2,Done,hexacene_theta=45_a=4.7_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10.1,45,-70.90182778,-14.19160301,-10.62965544,1,Done,hexacene_theta=45_a=4.7_b=10.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,10,45,-71.6296641,-14.19160301,-10.81161452,1,Done,hexacene_theta=45_a=4.7_b=10.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,9.9,45,-72.13385582,-14.19160301,-10.93766245,1,Done,hexacene_theta=45_a=4.7_b=9.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,9.8,45,-72.37409174,-14.19160301,-10.99772143,1,Done,hexacene_theta=45_a=4.7_b=9.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,9.7,45,-72.30664698,-14.19160301,-10.98086024,1,Done,hexacene_theta=45_a=4.7_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.7,9.6,45,-71.88322834,-14.19160301,-10.87500558,1,Done,hexacene_theta=45_a=4.7_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,10.3,45,-67.98250066,-13.79649761,-10.09737636,2,Done,hexacene_theta=45_a=4.8_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,10.2,45,-69.14306786,-13.79649761,-10.38751816,2,Done,hexacene_theta=45_a=4.8_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,10.4,45,-66.7294636,-13.79649761,-9.784117095,2,Done,hexacene_theta=45_a=4.8_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,10.1,45,-70.18026658,-13.79649761,-10.64681784,1,Done,hexacene_theta=45_a=4.8_b=10.1_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,9.9,45,-71.74743518,-13.79649761,-11.03860999,1,Done,hexacene_theta=45_a=4.8_b=9.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,10,45,-71.0602615,-13.79649761,-10.86681657,1,Done,hexacene_theta=45_a=4.8_b=10.0_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,9.8,45,-72.20426246,-13.79649761,-11.15281681,1,Done,hexacene_theta=45_a=4.8_b=9.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,9.7,45,-72.39035682,-13.79649761,-11.1993404,1,Done,hexacene_theta=45_a=4.8_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.8,9.6,45,-72.26181766,-13.79649761,-11.16720561,2,Done,hexacene_theta=45_a=4.8_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.9,10.2,45,-67.81431544,-13.21226698,-10.34744537,1,Done,hexacene_theta=45_a=4.9_b=10.2_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.9,10.3,45,-66.57337676,-13.21226698,-10.0372107,1,Done,hexacene_theta=45_a=4.9_b=10.3_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.9,10.4,45,-65.26085176,-13.21226698,-9.709079449,1,Done,hexacene_theta=45_a=4.9_b=10.4_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.9,9.6,45,-72.01509328,-13.21226698,-11.39763983,2,Done,hexacene_theta=45_a=4.9_b=9.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.9,9.7,45,-71.8783714,-13.21226698,-11.36345936,2,Done,hexacene_theta=45_a=4.9_b=9.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
4.9,9.8,45,-71.46519372,-13.21226698,-11.26016494,2,Done,hexacene_theta=45_a=4.9_b=9.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,4.7,45,-71.88081868,-14.19041074,-10.8749993,1,Done,hexacene_theta=45_a=9.6_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,4.8,45,-72.25911936,-13.79514846,-11.16720561,1,Done,hexacene_theta=45_a=9.6_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.6,4.9,45,-72.0103995,-13.20992009,-11.39763983,1,Done,hexacene_theta=45_a=9.6_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,4.6,45,-71.40679764,-14.2947029,-10.70434796,1,Done,hexacene_theta=45_a=9.7_b=4.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,4.7,45,-72.30423736,-14.19041074,-10.98085397,1,Done,hexacene_theta=45_a=9.7_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,4.8,45,-72.38765852,-13.79514846,-11.1993404,1,Done,hexacene_theta=45_a=9.7_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.7,4.9,45,-71.87365254,-13.20992009,-11.36345309,1,Done,hexacene_theta=45_a=9.7_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,4.6,45,-71.75591912,-14.2947029,-10.79162833,1,Done,hexacene_theta=45_a=9.8_b=4.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,4.7,45,-72.3717072,-14.19041074,-10.99772143,1,Done,hexacene_theta=45_a=9.8_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,4.8,45,-72.20153904,-13.79514846,-11.15281053,1,Done,hexacene_theta=45_a=9.8_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.8,4.9,45,-71.46049994,-13.20992009,-11.26016494,1,Done,hexacene_theta=45_a=9.8_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.9,4.6,45,-71.75745024,-14.2947029,-10.79201111,1,Done,hexacene_theta=45_a=9.9_b=4.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.9,4.7,45,-72.1314462,-14.19041074,-10.93765618,1,Done,hexacene_theta=45_a=9.9_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
9.9,4.8,45,-71.74473688,-13.79514846,-11.03860999,1,Done,hexacene_theta=45_a=9.9_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
10,4.5,45,-70.22663958,-13.95023129,-10.58154425,1,Done,hexacene_theta=45_a=10.0_b=4.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
10,4.6,45,-71.45918216,-14.2947029,-10.71744409,1,Done,hexacene_theta=45_a=10.0_b=4.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
10,4.7,45,-71.62725444,-14.19041074,-10.81160824,1,Done,hexacene_theta=45_a=10.0_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
10,4.8,45,-71.05753812,-13.79514846,-10.8668103,1,Done,hexacene_theta=45_a=10.0_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.1,4.6,45,-70.90468924,-14.2947029,-10.57882086,1,Done,hexacene_theta=45_a=10.1_b=4.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.1,4.7,45,-70.89941816,-14.19041074,-10.62964917,1,Done,hexacene_theta=45_a=10.1_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.1,4.8,45,-70.17756828,-13.79514846,-10.64681784,1,Done,hexacene_theta=45_a=10.1_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.1,4.5,45,-69.86750306,-13.95023129,-10.49176012,1,Done,hexacene_theta=45_a=10.1_b=4.5_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.2,4.7,45,-69.9857636,-14.19041074,-10.40123553,1,Done,hexacene_theta=45_a=10.2_b=4.7_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.2,4.8,45,-69.14036956,-13.79514846,-10.38751816,1,Done,hexacene_theta=45_a=10.2_b=4.8_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.2,4.9,45,-67.80962166,-13.20992009,-10.34744537,1,Done,hexacene_theta=45_a=10.2_b=4.9_cx=0_cy=0_cz=0_A1=0_A2=0.log
10.2,4.6,45,-70.13418224,-14.2947029,-10.38619411,1,Done,hexacene_theta=45_a=10.2_b=4.6_cx=0_cy=0_cz=0_A1=0_A2=0.log
